Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
ch1_elara_chat_common_fcf4a200	dorian	Stay safe, my heart.	game/03_chapter_01.rpy	1600	dorian "[what]"
ch1_battle_b42fe9c3		The inn is silent as I step into the cool night. Tianho sleeps on. The streets are quiet.	game/03_chapter_01.rpy	1621	"[what]"
ch1_battle_d7bf4abb		As I approach the castle gates, I spot two familiar figures in the torchlight — Soldiers Gao and Jiang. They stand rigid, their hands gripping their weapons tightly.	game/03_chapter_01.rpy	1622	"[what]"
ch1_battle_194cd0de	gao	Paladin Dorian? You're here!	game/03_chapter_01.rpy	1624	gao "[what]"
ch1_battle_48eb7a90	jiang	Paladin Cyrus and Paladin Feng are already inside. They went inside an hour ago!	game/03_chapter_01.rpy	1625	jiang "[what]"
ch1_battle_5b6edf8a	dorian	Did Cyrus or Feng mention anything specific? Anything strange before they went in?	game/03_chapter_01.rpy	1627	dorian "[what]"
ch1_battle_54bb1417		Before either of them can answer, a deafening rumble erupts beneath us. The ground quakes violently, and cracks spiderweb across the cobblestones.	game/03_chapter_01.rpy	1629	"[what]"
ch1_battle_417339a0	gao	What the—	game/03_chapter_01.rpy	1631	gao "[what]"
ch1_battle_3fd412a6		Before he can finish, the earth beneath Jiang explodes.	game/03_chapter_01.rpy	1633	"[what]"
ch1_battle_fe56a88e		A monstrous yaoguai emerges, its massive, grotesque form dripping with black ichor that hisses and sizzles against the stone. Its six glowing red eyes scan the courtyard, its maw filled with jagged, rotting teeth that emit a foul stench.	game/03_chapter_01.rpy	1634	"[what]"
ch1_battle_8b7087ac	yg	Raaaaaaawwrrr!!!	game/03_chapter_01.rpy	1637	yg "[what]"
ch1_battle_ad85ee51	dorian	Dragon's Bollocks! A yaoguai?!	game/03_chapter_01.rpy	1639	dorian "[what]"
ch1_battle_9829ff7b		Soldier Gao and Jiang scream, stumbling back as the creature lets out a piercing roar that shakes the very air around us.	game/03_chapter_01.rpy	1641	"[what]"
ch1_battle_9e543819	jiang	It's a yaoguai! Tetrad above, it's a yaoguai!	game/03_chapter_01.rpy	1643	jiang "[what]"
ch1_battle_5543629e	gao	We're going to die! We're all going to—	game/03_chapter_01.rpy	1644	gao "[what]"
ch1_battle_d6eef2c0		For a split second, I freeze, my mind racing as the yaoguai's eyes bore into mine.	game/03_chapter_01.rpy	1657	"[what]"
ch1_battle_e16c42d8		Its guttural snarl sends chills down my spine, and I feel every instinct screaming at me to move, but I can't.	game/03_chapter_01.rpy	1658	"[what]"
ch1_battle_30d0ae51		What in Tetrad's name is happening?!	game/03_chapter_01.rpy	1659	"[what]"
ch1_battle_90751be1	gao	P-Paladin! Watch out!	game/03_chapter_01.rpy	1661	gao "[what]"
ch1_battle_e1e232c8		The yaoguai lunges, its claws carving through the air with terrifying speed. At the last second, Jiang dives to the side, pulling Gao and I with him.	game/03_chapter_01.rpy	1663	"[what]"
ch1_battle_bd7495e4	yg	Grrraaaaawwwww!!!	game/03_chapter_01.rpy	1665	yg "[what]"
ch1_battle_4efd423e		The creature's attack slams into the ground, sending shards of stone flying everywhere.	game/03_chapter_01.rpy	1667	"[what]"
ch1_battle_cd08399c	jiang	Paladin Dorian! Are you alright?	game/03_chapter_01.rpy	1669	jiang "[what]"
ch1_battle_19ddf6b4	gao	That was close...	game/03_chapter_01.rpy	1670	gao "[what]"
ch1_battle_c148aba5	dorian	Get up! Move!	game/03_chapter_01.rpy	1671	dorian "[what]"
ch1_battle_df5f45d6		I shove Gao and Jiang toward the nearby wall as the yaoguai snarls, its glowing eyes locking on me now. My hands ignite with fire, the heat surging up my arms.	game/03_chapter_01.rpy	1673	"[what]"
ch1_battle_ab805e71		The yaoguai's claws slam into the ground, sending shockwaves through the courtyard. Without thinking, I thrust my hands forward, summoning a fiery barrier between us and the creature.	game/03_chapter_01.rpy	1681	"[what]"
ch1_battle_178be048		Flames roar to life, swirling in a protective arc that absorbs the beast's attack with a deafening crack.	game/03_chapter_01.rpy	1682	"[what]"
ch1_battle_7eb455ac		The heat from my shield is intense, but Gao and Jiang hold their ground.	game/03_chapter_01.rpy	1683	"[what]"
ch1_battle_efca5775	taotie_roar	Grrraaawwwrrr!!	game/03_chapter_01.rpy	1685	taotie_roar "[what]"
ch1_battle_0b6b6ca7	dorian	Are you alright?	game/03_chapter_01.rpy	1687	dorian "[what]"
ch1_battle_9106c240	jiang	Paladin… Thank you!	game/03_chapter_01.rpy	1688	jiang "[what]"
ch1_battle_38a9691b	dorian	Get ready to run when I say.	game/03_chapter_01.rpy	1689	dorian "[what]"
ch1_battle_1a1d0c59		I concentrate, channeling more power into the shield until the flames burst outward in a controlled explosion. The yaoguai stumbles back, momentarily dazed.	game/03_chapter_01.rpy	1691	"[what]"
ch1_battle_ab68a168	dorian	Go now!	game/03_chapter_01.rpy	1693	dorian "[what]"
ch1_battle_48e50d87		Gao and Jiang dart to safety, and I extinguish the shield, stepping forward to face the creature head-on.	game/03_chapter_01.rpy	1695	"[what]"
ch1_battle_8f95f0a6		The yaoguai lunges, its glowing red eyes locked on me. Without hesitation, I channel fire into my palm, condensing the heat into a pulsing orb.	game/03_chapter_01.rpy	1701	"[what]"
ch1_battle_8b3417a7		I hurl the fireball with all my strength. The orb smashes into the yaoguai's face, erupting in a fiery explosion that engulfs its head in flames.	game/03_chapter_01.rpy	1702	"[what]"
ch1_battle_e3474746	taotie_roar	Raaaaaaawwrrr!!! Grrraaawwwrrr!!	game/03_chapter_01.rpy	1704	taotie_roar "[what]"
ch1_battle_4e567c73		The yaoguai lets out an ear-splitting roar, thrashing wildly as it tries to shake off the fire. Gao and Jiang take the opportunity to scramble to safety.	game/03_chapter_01.rpy	1706	"[what]"
ch1_battle_10a81cf3	gao	P-Paladin! What should we do?	game/03_chapter_01.rpy	1708	gao "[what]"
ch1_battle_b547c2e6		The yaoguai recovers, shaking off the flames, but I can see the scorch marks left behind. It snarls at me, more furious than ever.	game/03_chapter_01.rpy	1710	"[what]"
ch1_battle_3ef900c6		All of a sudden, I hear screams. Random screams. They pierce the night, each one twisting like a blade in my gut.	game/03_chapter_01.rpy	1717	"[what]"
ch1_battle_be70e2a5	woman_1	Ahhhhh!!!	game/03_chapter_01.rpy	1719	woman_1 "[what]"
ch1_battle_62acc7d9	man_2	No!! No!!	game/03_chapter_01.rpy	1720	man_2 "[what]"
ch1_battle_f8798955		The ground trembles beneath my feet again, but this time, it's not just from the yaoguai before me. Deep, guttural growls rise from all directions, reverberating through the night air.	game/03_chapter_01.rpy	1722	"[what]"
ch1_battle_c561404d	yg	Raaaaaaaaawwrrrrr!!!	game/03_chapter_01.rpy	1724	yg "[what]"
ch1_battle_bc23ca45		The city of Tianho is under siege.	game/03_chapter_01.rpy	1726	"[what]"
ch1_battle_033829cd	dorian	Wait, Gao! Jiang! Sound the alarm! Now!	game/03_chapter_01.rpy	1728	dorian "[what]"
ch1_battle_432bebcf	jiang	Y-Yes, sir! Gao, come quick!	game/03_chapter_01.rpy	1729	jiang "[what]"
ch1_battle_178982a2		He grabs Gao by the arm, pulling him toward the bell tower.	game/03_chapter_01.rpy	1731	"[what]"
ch1_battle_530c37ca		The yaoguai in front of me snarls, its molten eyes locking onto mine. It lunges, claws slicing through the air like scythes. I brace myself, raising my sword, but before its strike can land—.	game/03_chapter_01.rpy	1732	"[what]"
ch1_battle_23890533		A blinding light erupts from the darkness, illuminating the courtyard as though the sun itself had descended.	game/03_chapter_01.rpy	1733	"[what]"
ch1_battle_77e9e2cd	yg	Raaaaaaa!!!!	game/03_chapter_01.rpy	1735	yg "[what]"
ch1_battle_c0a6b510		The yaoguai's roar is cut short, replaced by a piercing screech as its monstrous form is enveloped in the radiance. In seconds, its body is reduced to ash, the air filling with the acrid smell of sulfur.	game/03_chapter_01.rpy	1737	"[what]"
ch1_battle_90977a14		I lower my sword, blinking against the sudden brightness, and as the light fades, a figure steps forward.	game/03_chapter_01.rpy	1738	"[what]"
ch1_battle_d9acf53c	vasily	You must be Dorian. The Dragon of Gale. You're welcome, Paladin.	game/03_chapter_01.rpy	1740	vasily "[what]"
ch1_battle_164c725e	dorian	I don't think we've met, yet. Who are you?	game/03_chapter_01.rpy	1741	dorian "[what]"
ch1_battle_baf97339		The man steps closer, his boots clicking against the fractured stone.	game/03_chapter_01.rpy	1743	"[what]"
ch1_battle_2c604670	vasily	Count Vasily, royal advisor to His Majesty King Gustav of Mjoll.	game/03_chapter_01.rpy	1745	vasily "[what]"
ch1_battle_68299ae6		He gives a shallow, calculated bow before rising to meet my gaze. He glances toward the castle, his expression grave.	game/03_chapter_01.rpy	1747	"[what]"
ch1_battle_def10d04	vasily	The King of Mjoll is here. He's inside the castle. I felt his spirit call out to me.	game/03_chapter_01.rpy	1749	vasily "[what]"
ch1_battle_ed9de451	dorian	Olympia — I mean Her Grace called out to me as well.	game/03_chapter_01.rpy	1750	dorian "[what]"
ch1_battle_e12c96ed		The bell suddenly rings, its sound sharp and frantic.	game/03_chapter_01.rpy	1752	"[what]"
ch1_battle_2da544ea		I glance back to see Gao and Jiang pulling the ropes with everything they have.	game/03_chapter_01.rpy	1753	"[what]"
ch1_battle_01c605a1	vasily	We haven't a moment to lose. The castle is under siege, and the forces within are far beyond what you've seen here.	game/03_chapter_01.rpy	1755	vasily "[what]"
ch1_battle_2129125b		He gestures toward the castle gates, his eyes narrowing.	game/03_chapter_01.rpy	1757	"[what]"
ch1_battle_13c0b304	vasily	Come, Dorian. If we delay, there may be nothing left to save.	game/03_chapter_01.rpy	1759	vasily "[what]"
ch1_battle_960a54d0		I nod and we sprint towards the castle.	game/03_chapter_01.rpy	1761	"[what]"
ch1_battle_578386b1		The moment we stepped into the castle, the metallic stench of blood hits like a tidal wave. The grand halls, once symbols of Tianho's majesty, are now painted red.	game/03_chapter_01.rpy	1771	"[what]"
ch1_battle_4b076402		Bodies of guards, attendants, and clerics lie strewn across the floor, their lifeless eyes staring blankly into the void.	game/03_chapter_01.rpy	1772	"[what]"
ch1_battle_a2cd6890		Broken spears, shattered shields, and torn banners scatter the area.	game/03_chapter_01.rpy	1773	"[what]"
ch1_battle_4620b583	dorian	Tetrad above…	game/03_chapter_01.rpy	1775	dorian "[what]"
ch1_battle_eb61cc71		I hear a guttural snarl, and my gaze snaps to the end of the hall. Two yaoguai stand there, their claws dripping with fresh blood, their glowing red eyes locked on us. They charge.	game/03_chapter_01.rpy	1777	"[what]"
ch1_battle_8b7087ac_1	yg	Raaaaaaawwrrr!!!	game/03_chapter_01.rpy	1779	yg "[what]"
ch1_battle_4630e4b4		I tense up, my nerves getting the best of me after seeing all of those bodies piled up. Count Vasily steps forward.	game/03_chapter_01.rpy	1792	"[what]"
ch1_battle_389a42e1		Raising a hand, a brilliant burst of light erupts from his palm, enveloping the yaoguai in a searing glow. Their screeches fill the air as their bodies disintegrate into ash the light burning away their monstrous forms in seconds.	game/03_chapter_01.rpy	1793	"[what]"
ch1_battle_f12fcd70	vasily	Focus, Paladin. I can handle this, but you're not here to stand idle.	game/03_chapter_01.rpy	1795	vasily "[what]"
ch1_battle_ae8adce6	dorian	I apologize. I just…	game/03_chapter_01.rpy	1796	dorian "[what]"
ch1_battle_1a449ee8	vasily	I understand. But we might become one of them if we don't stay alert.	game/03_chapter_01.rpy	1797	vasily "[what]"
ch1_battle_e9431153		I slam my hand to the ground, channeling the raw power of the earth beneath me. Jagged spikes of stone erupt from the floor with a deafening crack, impaling the yaoguai before they can take another step.	game/03_chapter_01.rpy	1805	"[what]"
ch1_battle_8860681a	taotie_roar	Raaaaaaa!!!!	game/03_chapter_01.rpy	1807	taotie_roar "[what]"
ch1_battle_58072629		Their bodies twitch once before falling limp, pinned like broken marionettes.	game/03_chapter_01.rpy	1809	"[what]"
ch1_battle_64929b3d	vasily	Impressive. Fire channeling, Earth channeling and, if I'm not mistaken, wind as well. The stories about you aren't just legend, it seems.	game/03_chapter_01.rpy	1811	vasily "[what]"
ch1_battle_cd07293c	dorian	Thanks. I was just born with this. Nothing special.	game/03_chapter_01.rpy	1812	dorian "[what]"
ch1_battle_476440f4		Before I can catch my breath, a third yaoguai lunges from the shadows, its claws aimed for Vasily.	game/03_chapter_01.rpy	1814	"[what]"
ch1_battle_0d66ac85		But he's faster.	game/03_chapter_01.rpy	1815	"[what]"
ch1_battle_b8e6e94b	vasily	Enough.	game/03_chapter_01.rpy	1817	vasily "[what]"
ch1_battle_adfc9609		Vasily steps forward, his hand glowing with light. His light pierces through the yaoguai, frying the creature instantly.	game/03_chapter_01.rpy	1819	"[what]"
ch1_battle_6a7c532d		We stand amidst the silence, our breaths heavy. Our eyes won't leave the lifeless bodies surrounding us.	game/03_chapter_01.rpy	1820	"[what]"
ch1_battle_28c0336f	dorian	This… this isn't an attack. It's a slaughter.	game/03_chapter_01.rpy	1822	dorian "[what]"
ch1_battle_3ae55204	vasily	If the yaoguai made it this far… the throne room—	game/03_chapter_01.rpy	1823	vasily "[what]"
ch1_battle_27f3bd43		Ahead of us, a door creaks, its sound cutting through the silence like a knife. It swings open fully, revealing a stone stairway that spirals downward into the depths of the castle. Faint, ominous red light glows from below, flickering like firelight.	game/03_chapter_01.rpy	1825	"[what]"
ch1_battle_1cc5c29f	vasily	It… might be a trap.	game/03_chapter_01.rpy	1827	vasily "[what]"
ch1_battle_da7f6e5e		I grip the hilt of my sword tighter, stepping forward.	game/03_chapter_01.rpy	1829	"[what]"
ch1_battle_8124cad0	vasily	Wait. We don't know what's down there.	game/03_chapter_01.rpy	1831	vasily "[what]"
ch1_battle_02e6a165	dorian	We'll soon find out.	game/03_chapter_01.rpy	1832	dorian "[what]"
ch1_battle_7c741e30		I glance back at the hall one last time, at the blood-soaked walls and lifeless bodies, and steel myself for what lies ahead.	game/03_chapter_01.rpy	1834	"[what]"
ch1_battle_36c7e1b0		We descend the spiral stairs, the flickering red light growing brighter with every step. The air is heavy, filled with the stench of sulfur and iron, and each breath feels like inhaling fire.	game/03_chapter_01.rpy	1835	"[what]"
ch1_battle_31905a1f		At the bottom, we step into a massive chamber carved into the very foundations of the castle. The ceiling arches high above us.	game/03_chapter_01.rpy	1836	"[what]"
ch1_battle_8b7087ac_2	yg	Raaaaaaawwrrr!!!	game/03_chapter_01.rpy	1844	yg "[what]"
ch1_battle_ecdb5cb6	vasily	Dorian! Look out!	game/03_chapter_01.rpy	1845	vasily "[what]"
ch1_battle_aa580083		I thrust my arms forward, summoning the wind with a roar. A sharp gale tears through the room, slamming into the yaoguai with the force of a hurricane. They're thrown backward, smashing into the far wall with bone-cracking force.	game/03_chapter_01.rpy	1856	"[what]"
ch1_battle_1e945492	yg	Gaaaahhhh—	game/03_chapter_01.rpy	1858	yg "[what]"
ch1_battle_442e9975	dorian	Ahhh!	game/03_chapter_01.rpy	1865	dorian "[what]"
ch1_battle_295efb3c		The yaoguai's sudden attack catches me off guard, and I trip on a loose stone, hitting the ground hard.	game/03_chapter_01.rpy	1867	"[what]"
ch1_battle_ec2c18d0		Before they can close in, Vasily steps forward, raising a glowing hand. With a burst of crimson light, one yaoguai disintegrates.	game/03_chapter_01.rpy	1868	"[what]"
ch1_battle_7f9fa502	vasily	Dorian, there's another one!	game/03_chapter_01.rpy	1870	vasily "[what]"
ch1_battle_e6cbecdf		I roll to the side and summon a quick gust of wind to send the second one flying into the wall.	game/03_chapter_01.rpy	1872	"[what]"
ch1_battle_3daa5467		With the yaoguai dealt with, I look around, my heart sinking.	game/03_chapter_01.rpy	1876	"[what]"
ch1_battle_909e3ba5		At the far end of the room, Empress Olympia is slumped against the wall, her once-pristine robes soaked in blood.	game/03_chapter_01.rpy	1877	"[what]"
ch1_battle_d48f4500		Paladins Cyrus and Feng are crouched beside her, their armor dented and smeared with gore.	game/03_chapter_01.rpy	1878	"[what]"
ch1_battle_493c6465	dorian	Your Grace!	game/03_chapter_01.rpy	1880	dorian "[what]"
ch1_battle_db23545c		They look up as I approach.	game/03_chapter_01.rpy	1882	"[what]"
ch1_battle_15f2cf29		Feng's face is tight with worry, his usual confidence replaced by relief as I approach. Cyrus looks grim, his jaw set like iron.	game/03_chapter_01.rpy	1883	"[what]"
ch1_battle_b7ab16a0	feng	Dorian! It's great to see that you're still alive, man.	game/03_chapter_01.rpy	1885	feng "[what]"
ch1_battle_7ff11d33	dorian	You too, Feng. What happened here?	game/03_chapter_01.rpy	1886	dorian "[what]"
ch1_battle_763ead59	feng	No clue. We were summoned by the Empress.	game/03_chapter_01.rpy	1887	feng "[what]"
ch1_battle_c1cb4b98	dorian	Where are the others? The Kyeongjang Emperor? The King of Tianho?	game/03_chapter_01.rpy	1888	dorian "[what]"
ch1_battle_258ca80d		Feng shakes his head, his eyes filled with frustration and shame.	game/03_chapter_01.rpy	1890	"[what]"
ch1_battle_ba95cbb6	cyrus	We couldn't find them. We searched the upper levels and the throne room. It's as if they vanished.	game/03_chapter_01.rpy	1892	cyrus "[what]"
ch1_battle_97a7f454	vasily	Vanished? That's impossible!	game/03_chapter_01.rpy	1893	vasily "[what]"
ch1_battle_bdf5294a		He curses under his breath, his frustration palpable.	game/03_chapter_01.rpy	1895	"[what]"
ch1_battle_f219dbdb	vasily	Damn it…	game/03_chapter_01.rpy	1897	vasily "[what]"
ch1_battle_9742b3e9		He spins on his heel and storms toward a shadowy corridor on the far side of the chamber.	game/03_chapter_01.rpy	1899	"[what]"
ch1_battle_5e25c6b7	vasily	If they're not here, they must've been taken deeper. I'll find them myself if I have to.	game/03_chapter_01.rpy	1901	vasily "[what]"
ch1_battle_bd3ac506	dorian	Vasily, wait!	game/03_chapter_01.rpy	1902	dorian "[what]"
ch1_battle_824f4884		But he's already gone, disappearing into the darkened passage without another word.	game/03_chapter_01.rpy	1904	"[what]"
ch1_battle_ab4b1bd1	dorian	Your Grace, can you hear me? Everything's going to be alright.	game/03_chapter_01.rpy	1906	dorian "[what]"
ch1_battle_845b249d		I turn back to Olympia, her eyes fluttering open as she struggles to focus on me. Her hand weakly grips my arm, smearing it with blood.	game/03_chapter_01.rpy	1908	"[what]"
ch1_battle_6d87b10e	olympia	Tianho… Danger…	game/03_chapter_01.rpy	1910	olympia "[what]"
ch1_battle_06cccd62	feng	We need to get her out of here. She's lost too much blood.	game/03_chapter_01.rpy	1911	feng "[what]"
ch1_battle_8e6bdd7d	dorian	Feng, Cyrus — we need a plan. And fast.	game/03_chapter_01.rpy	1912	dorian "[what]"
ch1_battle_0ecca14d	cyrus	There might be a doctor here who can—	game/03_chapter_01.rpy	1913	cyrus "[what]"
ch1_battle_636d5764		The ground beneath us begins to tremble. Then, the entire castle shakes violently, dust and debris raining down from the ceiling.	game/03_chapter_01.rpy	1915	"[what]"
ch1_battle_0a0db0b5	cyrus	The castle's collapsing! We need to get out — NOW!	game/03_chapter_01.rpy	1917	cyrus "[what]"
ch1_battle_f6c51356	feng	In Tetrad's name… What is going on here?!	game/03_chapter_01.rpy	1918	feng "[what]"
ch1_battle_dad40bd1		I glance toward the corridor Vasily disappeared into. There's no time to go after him.	game/03_chapter_01.rpy	1920	"[what]"
ch1_battle_2d690302		Cyrus throws Olympia over his shoulder, her weak protests drowned out by the growing roar of the earthquake. I grab Feng by the arm, and we all sprint toward the stairs we came down from.	game/03_chapter_01.rpy	1921	"[what]"
ch1_battle_49706ac1	dorian	Come on, man. Hurry up!	game/03_chapter_01.rpy	1923	dorian "[what]"
ch1_battle_8505a0d9		Finally, we burst out into the courtyard, gasping for air.	game/03_chapter_01.rpy	1929	"[what]"
ch1_battle_f17ecd06		The city of Tianho is in chaos. Streets are lit by the glow of fires, their smoke curling into the night sky. People are screaming, running in every direction. Buildings collapse in the distance, their foundations giving way as the earth continues to quake.	game/03_chapter_01.rpy	1930	"[what]"
ch1_battle_2cd60cd8		Man 1: Wait… Look… Up in the sky!	game/03_chapter_01.rpy	1932	"[what]"
ch1_battle_dd966f8c		And then, the most chilling sight of all—a massive, winged shadow looms atop the highest spire of Castle Tianho. Its form is obscured by the darkness.	game/03_chapter_01.rpy	1934	"[what]"
ch1_battle_d4366dde		Woman 1: It… It's the death god!	game/03_chapter_01.rpy	1936	"[what]"
ch1_battle_a5c19188		Man 2: W-We're all doomed!	game/03_chapter_01.rpy	1937	"[what]"
ch1_battle_d439936f		It fires a red beam towards the castle. The ancient structure groans in protest. Parts of it falling off.	game/03_chapter_01.rpy	1943	"[what]"
ch1_battle_3259b316		As the castle collapses, a shockwave ripples outward, sending dust and debris flying into the air. The ground beneath our feet trembles again, nearly throwing us off balance.	game/03_chapter_01.rpy	1944	"[what]"
ch1_battle_320a78b3	feng	The castle… It's gone…	game/03_chapter_01.rpy	1946	feng "[what]"
ch1_battle_78c5da85		The sound of more yaoguais roaring echo eerily through the chaos as the ground beneath Tianho begins to crack open. The air grows hotter, thick with sulfur, and an ominous red glow spills through the fissures.	game/03_chapter_01.rpy	1948	"[what]"
ch1_battle_e9e2316c	dorian	What in the Tetrad's name…?	game/03_chapter_01.rpy	1950	dorian "[what]"
ch1_battle_8f50e3d1		The earth erupts in fury. Flames and molten rock burst from the ground, and the distant peaks of volcanoes surrounding Tianho belch columns of fire and ash into the darkened sky.	game/03_chapter_01.rpy	1952	"[what]"
ch1_battle_4d3e7e03	man_3	It… It's erupting! The volcanoes under Tianho are erupting!	game/03_chapter_01.rpy	1954	man_3 "[what]"
ch1_battle_097ad365		From the watchtower, I spot Gao and Jiang, their faces pale. I shout to them, my voice cutting through the panic.	game/03_chapter_01.rpy	1956	"[what]"
ch1_battle_bbc0bf52	dorian	Gao! Jiang! RUN! Evacuate as many civilians as you can! That's an order!	game/03_chapter_01.rpy	1958	dorian "[what]"
ch1_battle_deddf1b9	gao	Y-Yes, sir!	game/03_chapter_01.rpy	1959	gao "[what]"
ch1_battle_4d6d9638		I turn to Paladin Feng.	game/03_chapter_01.rpy	1961	"[what]"
ch1_battle_97a58728	dorian	Feng, we need to help them evacuate! The city will burn if we don't act now!	game/03_chapter_01.rpy	1963	dorian "[what]"
ch1_battle_70183ba0	feng	On it. I'll clear the streets and rally anyone who can still fight.	game/03_chapter_01.rpy	1964	feng "[what]"
ch1_battle_7ef8ae6f	dorian	Cyrus, what about you?	game/03_chapter_01.rpy	1965	dorian "[what]"
ch1_battle_2a3dbe49	cyrus	Dorian, you evacuate the city. I'll deal with the winged monster.	game/03_chapter_01.rpy	1967	cyrus "[what]"
ch1_battle_7f7fbf56	dorian	Cyrus, you can't—	game/03_chapter_01.rpy	1968	dorian "[what]"
ch1_battle_c6ca7ff0	cyrus	Listen to me. This city still needs a future, and that future doesn't happen unless someone stops that thing.	game/03_chapter_01.rpy	1969	cyrus "[what]"
ch1_battle_7dbeedee		He tightens his grip on his sword, a rare softness in his gaze as he meets my eyes.	game/03_chapter_01.rpy	1971	"[what]"
ch1_battle_68df731b	cyrus	Protect the people, Dorian. That's your duty now.	game/03_chapter_01.rpy	1973	cyrus "[what]"
ch1_battle_6309eb12		Before I can argue, Cyrus charges toward the ruins of the castle, his figure soon swallowed by the smoke and flames.	game/03_chapter_01.rpy	1975	"[what]"
ch1_battle_02b85379	feng	Let's go, Dorian! We—	game/03_chapter_01.rpy	1977	feng "[what]"
ch1_battle_94d79ece		The ground beneath us splits once more, sending a fresh wave of heat and ash into the air. Then, a deafening roar cuts through the screams and crackling flames.	game/03_chapter_01.rpy	1979	"[what]"
ch1_battle_2db6cc7d		A monstrous Taotie, its grotesque form towering above the crumbling city, emerges from the fiery chasm. Its gaping maw seems endless, filled with jagged teeth dripping molten saliva.	game/03_chapter_01.rpy	1980	"[what]"
ch1_battle_ad355d9b	taotie_roar	GRAAAWWRRRR!!	game/03_chapter_01.rpy	1988	taotie_roar "[what]"
ch1_battle_292076dc	dorian	Tetrad above… What the—	game/03_chapter_01.rpy	1990	dorian "[what]"
ch1_battle_57db6b68		Paladin Feng steps forward, unwavering, his sword burning with blue fire.	game/03_chapter_01.rpy	1992	"[what]"
ch1_battle_da92121b	feng	Dorian, get the civilians out! I'll handle this beast!	game/03_chapter_01.rpy	1994	feng "[what]"
ch1_battle_9ed97dc6	dorian	Feng, wait! We can't take this thing alone!	game/03_chapter_01.rpy	1995	dorian "[what]"
ch1_battle_cda3bbc3		But Feng doesn't listen. With a battle cry, he charges toward the Taotie, leaping high and slashing at its massive head.	game/03_chapter_01.rpy	1997	"[what]"
ch1_battle_394c2f0d		His blade slices across one of its glowing eyes, the blue fire searing into its flesh. The Taotie roars in pain, its head snapping back as it reels from the attack.	game/03_chapter_01.rpy	1998	"[what]"
ch1_battle_ded678ca		But it's not enough. The beast retaliates with a vicious swipe of its massive claws, faster than Feng can react.	game/03_chapter_01.rpy	1999	"[what]"
ch1_battle_d074c3d6	dorian	FENG, LOOK OUT!	game/03_chapter_01.rpy	2001	dorian "[what]"
ch1_battle_ad355d9b_1	taotie_roar	GRAAAWWRRRR!!	game/03_chapter_01.rpy	2007	taotie_roar "[what]"
ch1_battle_8f1f0732		The claws rake across his face, sending him flying backward. He crashes into the ground, rolling to a stop near me. Blood gushes from deep, savage gashes across his eyes, the blue fire extinguished from his blade as it clatters to the ground.	game/03_chapter_01.rpy	2009	"[what]"
ch1_battle_ddb8ef0b	feng	ARGGGHHHH!!!!	game/03_chapter_01.rpy	2010	feng "[what]"
ch1_battle_c5346940	dorian	NO!! FENG!!	game/03_chapter_01.rpy	2011	dorian "[what]"
ch1_battle_5f7e7f74		The Taotie roars again, shaking the ground beneath us. I glance up, my heart pounding. The creature is already advancing, its massive jaws snapping at the air.	game/03_chapter_01.rpy	2013	"[what]"
ch1_battle_39d9b64d		I think of rushing towards his aid, but somehow I need to kill this creature first.	game/03_chapter_01.rpy	2015	"[what]"
ch1_battle_ad355d9b_2	taotie_roar	GRAAAWWRRRR!!	game/03_chapter_01.rpy	2017	taotie_roar "[what]"
ch1_battle_1aeab670		The Taotie lunges forward, its gaping maw threatening to devour me whole. I only have a moment to act.	game/03_chapter_01.rpy	2019	"[what]"
ch1_battle_2e2a2c82		I roll just in time, the Taotie's jaws snapping shut inches from my face. Its momentum causes it to crash into a nearby building, buying me precious seconds.	game/03_chapter_01.rpy	2032	"[what]"
ch1_battle_9eccc98e		Its rancid breath washes over me, nearly making me gag.	game/03_chapter_01.rpy	2033	"[what]"
ch1_battle_906f0915		I spot Feng lying nearby, motionless, his blood pooling beneath him. My chest tightens, but I force myself to focus.	game/03_chapter_01.rpy	2034	"[what]"
ch1_battle_edac8583		I try to dodge, but my footing slips on the rubble beneath me. I fall hard onto my side, the impact knocking the wind out of me.	game/03_chapter_01.rpy	2039	"[what]"
ch1_battle_ad355d9b_3	taotie_roar	GRAAAWWRRRR!!	game/03_chapter_01.rpy	2041	taotie_roar "[what]"
ch1_battle_0c6a7278	dorian	AAHHHH!!!	game/03_chapter_01.rpy	2042	dorian "[what]"
ch1_battle_1ef06212	feng	DORIAN!!	game/03_chapter_01.rpy	2043	feng "[what]"
ch1_battle_09c46f9a	olympia	PALADIN! NO!	game/03_chapter_01.rpy	2044	olympia "[what]"
ch1_battle_97ffcad3	taotie	GRAAAWWRRRR!!!	game/03_chapter_01.rpy	2056	taotie "[what]"
ch1_battle_6cdd16ef		The Taotie opens its maw wide, preparing to unleash a devastating roar that shakes the ground.	game/03_chapter_01.rpy	2057	"[what]"
ch1_battle_6d3a0e42		I focus my energy, summoning a powerful gust of wind that slams into the Taotie's gaping maw. The force is enough to snap its jaws shut with a thunderous clang, cutting off the ear-splitting roar.	game/03_chapter_01.rpy	2064	"[what]"
ch1_battle_09e2d591	taotie_roar	Mmmmmmm—	game/03_chapter_01.rpy	2066	taotie_roar "[what]"
ch1_battle_81201762	dorian	Think again, mate.	game/03_chapter_01.rpy	2067	dorian "[what]"
